"Goal","Target","IndicatorRef","IndicatorId","IndicatorDescription","SeriesCode","SeriesType","SeriesDescription","ParentCountryOrAreaCode","CountryOrAreaCode","CountryOrAreaName","LDC","LLDC","SIDS","Frequency","SourceType","AgeGroup","Location","Sex","Value type","Unit","UnitMultiplier","Y2000","Y2000FN","Y2001","Y2001FN","Y2002","Y2002FN","Y2003","Y2003FN","Y2004","Y2004FN","Y2005","Y2005FN","Y2006","Y2006FN","Y2007","Y2007FN","Y2008","Y2008FN","Y2009","Y2009FN","Y2010","Y2010FN","Y2011","Y2011FN","Y2012","Y2012FN","Y2013","Y2013FN","Y2014","Y2014FN","Y2015","Y2015FN","Y2016","Y2016FN"
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_EUR_SE","MNE","Montenegro","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.60","C, 12, 29","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_EUR_SE","SRB","Serbia","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.30","C, 13, 30","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_EUR_SE","MKD","The former Yugoslav Republic of Macedonia","","True","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","0.90","C, 10, 31","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_WORLD","MDG_LAC","Latin America and the Caribbean","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","6.10","E, 1, 25, 82","","","","","","","","","6.40","E, 4, 25, 82","","","","","","","","","7.67","E, 9, 25, 82","","","","","","","","","6.82","E, 14, 25, 82","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_LAC","MDG_LAC_CAR","Caribbean","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","7.03","E, 1, 25, 83","","","","","","","","","6.66","E, 4, 25, 83","","","","","","","","","6.84","E, 9, 25, 83","","","","","","","","","5.96","E, 14, 25, 83","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_LAC_CAR","BRB","Barbados","","","True","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","0.70","C, 11, 26","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_LAC_CAR","CUB","Cuba","","","True","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.70","C, 13, 30","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_LAC_CAR","DOM","Dominican Republic","","","True","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.30","C, 13, 30","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_LAC_CAR","HTI","Haiti","True","","True","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","2.80","C, 11, 32","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_LAC_CAR","JAM","Jamaica","","","True","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","1.40","C, 10, 31","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_LAC_CAR","LCA","Saint Lucia","","","True","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","1.30","C, 11, 26","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","1.80","C, 5, 33","","","","","","","","","","","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_LAC","M49_LAC_CA","Central America","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","5.65","E, 1, 25, 84","","","","","","","","","5.60","E, 4, 25, 84","","","","","","","","","5.03","E, 9, 25, 84","","","","","","","","","4.80","E, 14, 25, 84","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_CA","BLZ","Belize","","","True","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","3.40","C, 10, 31","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_CA","CRI","Costa Rica","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","6.80","C, 10, 31","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_CA","SLV","El Salvador","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.80","C, 13, 34","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_CA","GTM","Guatemala","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","7.10","C, 15, 35","","","","","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_CA","HND","Honduras","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","7.60","C, 16, 36","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_CA","MEX","Mexico","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.80","C, 14, 37","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_CA","NIC","Nicaragua","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","10.40","C, 17, 38","","","","","","","","","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_CA","PAN","Panama","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","6.80","C, 12, 29","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_LAC","M49_LAC_SA","South America","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","6.24","E, 1, 25, 85","","","","","","","","","6.78","E, 4, 25, 85","","","","","","","","","9.21","E, 9, 25, 85","","","","","","","","","8.13","E, 14, 25, 85","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_SA","BOL","Bolivia (Plurinational State of)","","True","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","3.20","C, 7, 39","","","","","","","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_SA","BRA","Brazil","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","10.50","C, 5, 40","","","","","","","","","","","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_SA","COL","Colombia","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","5.60","C, 9, 41","","","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_SA","ECU","Ecuador","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","3.80","C, 3, 42","","","","","","","","","","","","","","","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_SA","GUY","Guyana","","","True","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.60","C, 13, 30","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_SA","PER","Peru","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.60","C, 13, 43","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_SA","SUR","Suriname","","","True","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","5.20","C, 9, 44","","","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_LAC_SA","URY","Uruguay","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70","C, 12, 29","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_WORLD","SDG_ASI_SCA","Central and Southern Asia","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","27.80","E, 1, 25, 86","","","","","","","","","25.17","E, 4, 25, 86","","","","","","","","","22.03","E, 9, 25, 86","","","","","","","","","15.66","E, 14, 25, 86","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","SDG_ASI_SCA","M49_ASI_CA","Central Asia","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","0.27","E, 1, 25, 87","","","","","","","","","0.40","E, 4, 25, 87","","","","","","","","","0.37","E, 9, 25, 87","","","","","","","","","0.28","E, 14, 25, 87","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_ASI_CA","KAZ","Kazakhstan","","True","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20","C, 14, 37","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_ASI_CA","KGZ","Kyrgyzstan","","True","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.90","C, 13, 30","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_ASI_CA","TJK","Tajikistan","","True","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","0.10","C, 11, 32","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_ASI_CA","TKM","Turkmenistan","","True","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","C, 18, 45"
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_ASI_CA","UZB","Uzbekistan","","True","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","0.30","C, 5, 33","","","","","","","","","","","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","SDG_ASI_SCA","MDG_SAS","Southern Asia","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","28.90","E, 1, 25, 88","","","","","","","","","26.19","E, 4, 25, 88","","","","","","","","","23.01","E, 9, 25, 88","","","","","","","","","16.31","E, 14, 25, 88","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_SAS","AFG","Afghanistan","True","True","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.80","C, 14, 46","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_SAS","BGD","Bangladesh","True","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.40","C, 13, 47","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_SAS","BTN","Bhutan","","True","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","6.20","C, 9, 44","","","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_SAS","IND","India","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","18.20","C, 19, 48","","","","","","","","","","","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_SAS","MDV","Maldives","","","True","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","0.30","C, 8, 49","","","","","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_SAS","NPL","Nepal","True","True","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.40","C, 13, 30","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_SAS","PAK","Pakistan","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80","C, 20, 50","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_SAS","LKA","Sri Lanka","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","1.70","C, 17, 51","","","","","","","","","","","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_WORLD","SDG_ESEASI","Eastern and South-Eastern Asia","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","2.55","E, 1, 25, 89","","","","","","","","","2.19","E, 4, 25, 89","","","","","","","","","1.98","E, 9, 25, 89","","","","","","","","","1.67","E, 14, 25, 89","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","SDG_ESEASI","M49_ASI_EA","Eastern Asia","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","0.50","E, 1, 25, 90","","","","","","","","","0.40","E, 4, 25, 90","","","","","","","","","0.30","E, 9, 25, 90","","","","","","","","","0.10","E, 14, 25, 90","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","M49_ASI_EA","MNG","Mongolia","","True","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10","C, 12, 29","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","SDG_ESEASI","MDG_SEAS","South-Eastern Asia","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","2.56","E, 1, 25, 91","","","","","","","","","2.20","E, 4, 25, 91","","","","","","","","","1.99","E, 9, 25, 91","","","","","","","","","1.68","E, 14, 25, 91","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_SEAS","KHM","Cambodia","True","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.90","C, 13, 47","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_SEAS","IDN","Indonesia","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10","C, 12, 52","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_SEAS","LAO","Lao People's Democratic Republic","True","True","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","8.90","C, 16, 28","","","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_SEAS","PHL","Philippines","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","2.00","C, 12, 53","","","","","",""
"5","5.3","5.3.1","C050301","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","SP_DYN_MRBF15","SD","Proportion of women aged 20-24 years who were married by age 15","MDG_SEAS","THA","Thailand","","","","Annual","Not available","20 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","3.80","C, 11, 26","","","","","","","",""
